"Guild","b1_mean","b1_sd","b1_lo","b1_hi","b1_covered","range_mean","range_lo","range_hi","range_covered","sigma_mean","sigma_lo","sigma_hi","sigma_covered","WAIC_cov","WAIC_null","Delta_WAIC","logCPO"
"Water",-1.38494758422792,0.228497221687708,-1.83279390930329,-0.937101259152548,TRUE,3.64437193839627,1.56636381595989,6.26660877571849,TRUE,0.688338917997086,1.25154457210276,2.50331955125958,TRUE,-167.644322251336,-163.575217794788,4.06910445654816,83.7766651586015
"Water",-1.43031638199218,0.239415291053569,-1.89956172980535,-0.961071034179006,TRUE,4.0338320499377,1.8485331004843,6.76317599776412,TRUE,0.771068869389035,1.35960770095065,2.60061069707946,TRUE,-534.726217954498,-530.215189567822,4.51102838667623,267.248796843236
"Water",-2.1127580667325,0.254695142756108,-2.61195137357176,-1.61356475989324,FALSE,4.83654030477547,2.1602060717192,8.24227168872525,FALSE,0.781348356914291,1.46976395102043,2.8709356817465,TRUE,-1606.73717381368,-1581.30907760034,25.428096213346,802.908235545289
"Water",-1.89199608249578,0.297670516269021,-2.4754195736425,-1.30857259134905,TRUE,6.18794913018986,2.0332550400608,11.9108582274005,FALSE,0.96102041344283,1.42592252246074,3.45121112472137,TRUE,-151.82968479477,-135.28472820804,16.5449565867306,75.8849031395763
"Water",-1.66821036733565,0.265077575233641,-2.18775286790279,-1.14866786676851,TRUE,3.79672568040056,1.45271752120538,6.89736922027727,TRUE,0.793590330016623,1.20528731894324,2.62628429921006,TRUE,-378.149574174667,-375.346587927181,2.80298624748576,188.921829554223
"Water",-1.09080622989578,0.194715976968702,-1.47244253196897,-0.709169927822595,FALSE,2.60405024349702,1.20897121181059,4.3411988905369,TRUE,0.640909865433728,1.0995322695631,2.08355438866781,TRUE,-40.4975691357962,-35.6259416409088,4.87162749488742,20.1642534579198
"Water",-1.89361244984825,0.250835935139391,-2.38524184874988,-1.40198305094662,TRUE,3.09797935128564,1.51028932098744,5.06106435148221,TRUE,0.737781609025216,1.22893829014619,2.2496809443746,TRUE,-560.743542962047,-550.406708257227,10.3368347048197,279.998949144249
"Water",-1.49731585788113,0.234344689298449,-1.95662300887432,-1.03800870688795,TRUE,3.06806372492149,1.43304060618613,5.0732572616899,TRUE,0.789959814440274,1.19709674052941,2.25238923405567,TRUE,-549.306409117424,-545.963018066459,3.34339105096512,274.240399779329
"Water",-1.50155934307451,0.246093462406155,-1.98389366622134,-1.01922501992769,TRUE,3.99608182929039,1.69442952168113,6.96244006991066,TRUE,0.834376207917062,1.30170254731299,2.63864360418581,TRUE,-383.865149252757,-374.012838684564,9.85231056819356,191.813558641505
"Water",-1.33822939766485,0.231960433726249,-1.79286349360659,-0.883595301723109,TRUE,3.42504839879505,1.34340853061086,6.10995383731556,TRUE,0.724628171364203,1.15905501621401,2.47183208113245,TRUE,-91.5380299004345,-85.9409929024005,5.59703699803401,45.715355888909
"Water",-1.52393354877712,0.211951048676705,-1.93934997066896,-1.10851712688528,TRUE,2.72550720638475,1.0658288483708,4.87167259216001,TRUE,0.584403062754539,1.03238987227249,2.2071865784659,TRUE,-78.6896920810875,-70.6620645230394,8.0276275580481,39.3013771094525
"Water",-1.1275455680699,0.27192797055046,-1.66051459673787,-0.594576539401927,TRUE,4.64085382747652,2.21522221762693,7.67325059653903,FALSE,0.884630719490415,1.48836226021319,2.77006328385094,TRUE,-206.915284658664,-205.396205677446,1.5190789812182,103.398219313984
"Water",-1.32093674004126,0.285404384900027,-1.88031905547512,-0.761554424607399,TRUE,3.37028631466076,1.90508407931541,5.10876134350342,TRUE,1.05136867605518,1.38024783257045,2.26025691979992,TRUE,-760.887904726231,-763.25918214379,-2.37127741755899,379.079662347613
"Water",-1.58969203216878,0.210833574609965,-2.00291824513615,-1.17646581920141,TRUE,2.80751247729123,1.33239572494164,4.61876484237213,TRUE,0.632938801742233,1.15429447063635,2.14913118314637,TRUE,-479.852414137704,-473.726843591215,6.12557054648914,239.735587054943
"Water",-1.8150010572106,0.296732816203193,-2.39658669,-1.2334154244212,TRUE,3.16862619102817,1.29060449394692,5.64247712770169,TRUE,0.887662114148483,1.13604775161386,2.37538988961848,TRUE,-120.823604224817,-116.89781692007,3.92578730474798,60.2488322874179
"Water",-1.22128229031788,0.229351180477677,-1.67080234386587,-0.771762236769884,TRUE,8.97915485269584,1.33921899140903,22.0050039693609,TRUE,0.709140863364855,1.15724629677914,4.69094915442077,TRUE,-48.833923695061,-41.7881826967446,7.04574099831635,24.4133266014042
"Water",-2.16627967438018,0.28258639263357,-2.72013882646307,-1.61242052229729,FALSE,3.05928351271098,1.62565567065169,4.79040175362264,TRUE,0.895907499688199,1.27501202764982,2.18869864385727,TRUE,-969.837818647719,-958.322928971223,11.5148896764957,483.391956284277
