"Guild","b1_mean","b1_sd","b1_lo","b1_hi","b1_covered","range_mean","range_lo","range_hi","range_covered","sigma_mean","sigma_lo","sigma_hi","sigma_covered","WAIC_cov","WAIC_null","Delta_WAIC","logCPO"
"Grass",-0.926167707991685,0.265005172002515,-1.44556830083346,-0.406767115149914,TRUE,5.97167199897296,2.41661950279769,10.6386770089362,TRUE,1.27886713703235,1.55454800594825,3.26169848528894,TRUE,-133.95679262382,-132.993964411367,0.962828212452877,66.7735943667866
"Grass",-1.03447109552569,0.179281601481596,-1.38585657752029,-0.683085613531103,TRUE,3.25055213781975,0.932544152708432,6.44061878736095,TRUE,0.600821777156588,0.965683256926634,2.53783742335102,TRUE,140.573348573156,145.10437883579,4.53103026263321,-70.2902469578958
"Grass",-1.04149395079513,0.225622199733225,-1.48370533638495,-0.599282565205302,TRUE,7.54304711316309,1.43121960956596,17.1344256205184,TRUE,1.10863643638695,1.19633591000436,4.13937502776909,TRUE,19.5151984511479,21.7855409145943,2.27034246344643,-9.7667870673559
"Grass",-1.01634176627985,0.161698609377747,-1.33326521701045,-0.69941831554926,TRUE,2.86643727304575,0.944777112870725,5.44066057287524,TRUE,0.55446039538984,0.971996457231571,2.33252236278138,TRUE,90.4110064544055,93.6847829206356,3.27377646623012,-45.2139452795508
"Grass",-1.1930642822543,0.181781478043072,-1.54934943227518,-0.836779132233425,TRUE,4.42308723733095,1.03691838290984,9.43337796979716,TRUE,0.668331120897057,1.01829189474818,3.07138046646734,TRUE,62.3929359325984,73.8888383104988,11.4959023779003,-31.2040109811849
"Grass",-0.896835084001495,0.205454832694926,-1.29951915653325,-0.494151011469737,TRUE,2.72732755083988,1.01502818325615,4.93237555909446,TRUE,0.756900330379908,1.00748607099858,2.22089521569444,TRUE,155.419578071996,158.411822513443,2.99224444144659,-77.7220759269122
"Grass",-1.54758224733405,0.17499439525815,-1.89056495953639,-1.20459953513171,FALSE,3.6607058727921,0.916004935396905,7.6434264081618,TRUE,0.517182226773796,0.95708146748169,2.7646747382218,TRUE,-63.1716201906791,-48.7313288307919,14.4402913598872,31.5690763473473
"Grass",-0.941809047120186,0.223775200299768,-1.38040038034097,-0.503217713899403,TRUE,4.58377704448899,1.11840243970479,9.67949204762487,TRUE,0.802310924970832,1.05754547878793,3.11118820511149,TRUE,91.3728228690643,90.7654727564376,-0.607350112626762,-45.6953679826683
"Grass",-1.77230647561078,0.26487172130303,-2.29144550988785,-1.25316744133371,FALSE,4.75882663857199,1.42076322227154,9.39104793619101,TRUE,1.06937284527574,1.1919577267133,3.06448167496414,TRUE,-59.8280292762916,-45.4035075911149,14.4245216851767,29.8363418636084
"Grass",-1.03420022128307,0.190912245908739,-1.40838134747185,-0.660019095094285,TRUE,3.20538637293626,1.12889976539554,5.98919659129332,TRUE,0.730557822008772,1.06249694841705,2.44728351265098,TRUE,93.8232295506326,95.3423364900375,1.51910693940494,-46.9290972892086
"Grass",-0.98153981802969,0.167163698858864,-1.30917464731556,-0.653904988743817,TRUE,4.86275165809745,0.375485493153211,13.3862043479403,TRUE,0.549187612119468,0.61276871097765,3.65871621582493,TRUE,136.932646194968,139.769411231098,2.83676503612978,-68.4679348958673
"Grass",-0.97868564096405,0.140006290375489,-1.25309292770907,-0.704278354219036,TRUE,5.51763081235954,0.188982758709164,16.2929040118919,TRUE,0.327698397607454,0.434721472565095,4.03644695393014,FALSE,139.244979384645,153.93650634593,14.6915269612854,-69.6226829520522
"Grass",-1.73655938501978,0.184491320052336,-2.09815572778262,-1.37496304225695,FALSE,2.4031352572879,0.535295971709278,5.25045825450233,TRUE,0.442847598661391,0.731639236037323,2.29138784462655,FALSE,-2.26741126105455,21.9067135876061,24.1741248486607,1.10402467270653
"Grass",-1.02798054531298,0.188271643474933,-1.39698618583401,-0.658974904791945,TRUE,5.4605622446162,1.33603065123409,11.5195952236775,TRUE,0.676682881953914,1.15586792118914,3.39405291998777,TRUE,62.7306584834899,70.2522678361506,7.52160935266068,-31.3691973304605
"Grass",-1.18391099091852,0.171736368618765,-1.52050808824699,-0.847313893590043,TRUE,4.70870301557286,1.15432564948818,9.77872226478893,TRUE,0.588663704102811,1.07439548095112,3.12709486021594,TRUE,80.0987424281691,95.4500739488892,15.3513315207201,-40.0522295333791
"Grass",-1.10833538961301,0.170952471223895,-1.44339607627996,-0.773274702946051,TRUE,3.33732793809624,1.05592313063506,6.45072569038978,TRUE,0.592162977978577,1.02758120391289,2.53982788597767,TRUE,42.3156794023335,51.2494868319674,8.93380742963389,-21.1713776383802
"Grass",-1.30698942814333,0.209986176174388,-1.71855477069641,-0.895424085590249,TRUE,7.17832832394785,0.734281425491144,18.0625304898438,TRUE,0.776155997440279,0.85690222633107,4.25000358703893,TRUE,97.1898875730751,108.318323754753,11.1284361816781,-48.5965668163457
"Grass",-1.22395072002562,0.230156092596042,-1.67504837233633,-0.772853067714912,TRUE,7.3014016218496,1.78021405866681,15.336404849529,TRUE,1.13455101790165,1.33424662587799,3.91617221908448,TRUE,67.0315514064523,79.0826196771326,12.0510682706802,-33.5256364666107
"Grass",-1.4335689236942,0.235992005045325,-1.89610475422243,-0.971033093165969,TRUE,7.22035896432515,1.05994374401448,16.9290277269787,TRUE,0.93360637764645,1.0295356934145,4.11448997167069,TRUE,94.827095335864,102.925535077859,8.09843974199511,-47.4162847903586
"Grass",-1.53382743992705,0.187130570298657,-1.90059661811886,-1.16705826173524,TRUE,5.60854187449069,0.696453043546308,14.2933930711545,TRUE,0.532635196760651,0.834537622606859,3.78066040145826,TRUE,56.6169067781817,73.7922423085428,17.1753355303611,-28.3116998304068
"Grass",-1.01230176507788,0.200995233513628,-1.40624518382881,-0.618358346326953,TRUE,4.15557892316862,0.867182124033076,8.97833385531571,TRUE,0.730801317603684,0.931226140114782,2.99638680001693,TRUE,124.583710269293,128.872877500088,4.28916723079513,-62.2963775910939
"Grass",-1.40467416820026,0.200001953422974,-1.79667079374695,-1.01267754265357,TRUE,4.10782401569833,0.912600910633632,8.85405941207541,TRUE,0.626589030667172,0.955301476306633,2.97557715612877,TRUE,90.7555687137337,103.619077011306,12.8635082975725,-45.3833458180672
"Grass",-1.34067916280956,0.173189069158982,-1.68012350087718,-1.00123482474194,TRUE,6.02161039525954,1.30685491331752,12.9868343358984,TRUE,0.623649472634047,1.14317755109061,3.60372506386078,TRUE,-5.61088289982897,13.2127655585075,18.8236484583364,2.80212367010156
"Grass",-1.42250793558243,0.157248270237448,-1.73070888187905,-1.11430698928581,TRUE,7.61074667629441,0.274077250970775,22.7573243939107,TRUE,0.528488992536956,0.523523878128567,4.77046375040318,TRUE,1.89483990363655,20.2890137677989,18.3941738641624,-0.948773372753744
"Grass",-0.922095838786629,0.171112000281032,-1.25746919666006,-0.586722480913199,TRUE,3.32144974274878,0.92634391736101,6.63345202232337,TRUE,0.547997855006809,0.962467618863622,2.57554887787504,TRUE,148.000523278822,157.508814987271,9.50829170844938,-74.0030441384599
"Grass",-0.839170839828254,0.224440347724336,-1.2790658380456,-0.39927584161091,TRUE,3.8012195416643,1.16363030879797,7.40172914241106,TRUE,0.872796963377235,1.07871697344483,2.72061190587909,TRUE,160.185412200161,158.592249036117,-1.59316316404397,-80.0974703740726
"Grass",-1.03807880368729,0.156965872519412,-1.34572626062724,-0.730431346747336,TRUE,2.67100194447052,0.943525492780016,4.93167496446725,TRUE,0.538361046828315,0.971352404012064,2.22073748211428,TRUE,106.561882534639,116.763697131209,10.2018145965703,-53.2877966762925
"Grass",-1.2519701299832,0.194358582662748,-1.63290595208844,-0.871034307877961,TRUE,3.73512309741447,0.8924103403476,7.83064897952951,TRUE,0.635868058537226,0.944674727272621,2.79832967670529,TRUE,116.544924803388,127.807890996488,11.2629661930999,-58.2764597631372
"Grass",-0.829277002370986,0.201380219950671,-1.22397498067305,-0.434579024068916,TRUE,4.79446215704725,1.38351418140341,9.66257648568111,TRUE,0.768492175106811,1.17622879636719,3.10846851128994,TRUE,144.954540043564,148.125472376895,3.17093233333091,-72.480853857765
"Grass",-1.32627905437815,0.162697209803922,-1.64515972597899,-1.0073983827773,TRUE,2.47094770129415,0.148431499251127,6.60299685550731,TRUE,0.318397960120213,0.385268087506773,2.56962971174979,FALSE,117.981896448314,131.897043722704,13.9151472743904,-58.9914288537331
"Grass",-1.35360205818932,0.183575158000707,-1.71340275632696,-0.993801360051687,TRUE,4.70696814521852,1.2125825896187,9.68048616981866,TRUE,0.662345052047343,1.10117327865269,3.11134796668882,TRUE,43.943986584864,64.2933988564774,20.3494122716133,-21.978320699485
"Grass",-1.53817670224999,0.193015202281675,-1.91647954719079,-1.15987385730919,TRUE,6.28771346175483,1.29562404917077,14.0499778231653,TRUE,0.628951884638737,1.13825482611354,3.74833000457074,TRUE,9.96105682171835,27.5726311025404,17.611574280822,-4.98451948864887
"Grass",-1.14715478102848,0.231761843256623,-1.60139964680208,-0.692909915254885,TRUE,5.48776663784415,1.87245619360813,10.4095706173726,TRUE,0.886162665854594,1.36837721173956,3.22638661932705,TRUE,93.5375695136214,103.291521447637,9.75395193401539,-46.7755149891746
"Grass",-1.41424676238245,0.164712908074459,-1.73707812999725,-1.09141539476765,TRUE,3.39174447339464,0.97587233601576,6.84779866949294,TRUE,0.593293422152804,0.987862508659864,2.61682988929218,TRUE,-133.368155526392,-117.668294999126,15.6998605272654,66.6408027785758
"Grass",-1.87506974588915,0.266036873571753,-2.39649243664942,-1.35364705512888,FALSE,5.01059404236281,1.43084691061021,10.135690960246,TRUE,0.95351502894551,1.196180133011,3.18365999444758,TRUE,-13.766938293668,0.491328001152837,14.2582662948209,6.84929769470329
"Grass",-1.33554007161987,0.233346842049847,-1.79289147794373,-0.878188665296014,TRUE,3.58981203739075,1.2443577160212,6.7052121574969,TRUE,0.84252592834497,1.11550782875837,2.58944244143346,TRUE,117.427887565806,123.85490897667,6.42702141086465,-58.7242699530689
