"rep","config","strategy","int_strat","n_enc","elapsed","beta1_mean","beta1_sd","beta1_lo","beta1_hi","range_mean","range_lo","range_hi","sigma_mean","sigma_lo","sigma_hi"
8,"Gaussian","gaussian","eb",242,3.85999999999967,-1.31639324871921,0.263015513389477,-1.8318941823379,-0.800892315100521,3.38062778918428,1.6321418402406,5.52621685743724,0.886296869603149,0.526455126274948,1.19951662260582
8,"Simplified Laplace","simplified.laplace","eb",242,3.6899999999996,-1.31639324871921,0.263015513389477,-1.8318941823379,-0.800892315100521,3.38062778918428,1.6321418402406,5.52621685743724,0.886296869603149,0.526455126274948,1.19951662260582
8,"Full Laplace, eb (main)","laplace","eb",242,4.13000000000011,-1.31639324837654,0.263015518629129,-1.83189419226476,-0.800892304488328,3.38062738480929,1.6321425036241,5.52621472955346,0.886296824384547,0.52645520826552,1.19951645353951
8,"Full Laplace, grid","laplace","grid",242,4.67999999999938,-1.32264014932038,0.278356855778553,-1.87685878482787,-0.773589595831185,3.38063395647107,1.63212985548718,5.52625073391057,0.886297411363038,0.526454066524896,1.19951855371938
9,"Gaussian","gaussian","eb",254,4.10000000000036,-1.82135073336969,0.279226876119427,-2.36862535407939,-1.27407611265998,4.77812140106312,1.50979666785745,9.21164418345675,0.814591498897713,0.33818957205391,1.217806118703
9,"Simplified Laplace","simplified.laplace","eb",254,4.30000000000018,-1.82135095950784,0.279226910970838,-2.36862564852505,-1.27407627049063,4.77817060872143,1.50974614570408,9.21189078710357,0.814596705631575,0.338184105494894,1.2178215751912
9,"Full Laplace, eb (main)","laplace","eb",254,3.98999999999978,-1.82135073336969,0.279226876119427,-2.36862535407939,-1.27407611265998,4.77812140106312,1.50979666785745,9.21164418345675,0.814591498897713,0.33818957205391,1.217806118703
9,"Full Laplace, grid","laplace","grid",254,5.24000000000069,-1.80397974841961,0.297283956368412,-2.42643809026822,-1.25222164547536,4.77817060872143,1.50974614570408,9.21189078710357,0.814596705631575,0.338184105494894,1.2178215751912
10,"Gaussian","gaussian","eb",400,4.16000000000076,-1.64850574247733,0.317518042689997,-2.27082967059137,-1.02618181436328,4.92102622795265,2.41610929481063,8.03601734056424,1.07040290327264,0.57863273967092,1.50765680605536
10,"Simplified Laplace","simplified.laplace","eb",400,4.42000000000007,-1.64850572138951,0.31751805847176,-2.27082968043524,-1.02618176234377,4.92102322408234,2.41611252212857,8.03600519759432,1.07040248412283,0.578633549074338,1.50765526613675
10,"Full Laplace, eb (main)","laplace","eb",400,4.26000000000022,-1.64850572425499,0.317518034734751,-2.27082963677704,-1.02618181173294,4.92102403791925,2.41611176752902,8.03600817225748,1.07040250577308,0.578633354690487,1.50765550241483
10,"Full Laplace, grid","laplace","grid",400,5.39000000000033,-1.6556772759957,0.331228654350487,-2.32431454111176,-1.01483365291192,4.92102405242701,2.41611102200543,8.03600874752942,1.07040255062499,0.578633315252498,1.50765551351175
11,"Gaussian","gaussian","eb",277,3.91000000000076,-1.36517372740051,0.243061318429888,-1.84156515755792,-0.888782297243112,2.98526981608299,1.45277741960447,4.85439922137578,0.807940912765716,0.475915241716584,1.09385274383096
11,"Simplified Laplace","simplified.laplace","eb",277,4.01000000000022,-1.36517415639839,0.243061046883495,-1.84156505433465,-0.888783258462141,2.98527086415147,1.45277877291421,4.85440383823677,0.807940674562847,0.475915399361811,1.09385268631607
11,"Full Laplace, eb (main)","laplace","eb",277,4.22000000000025,-1.36517415639839,0.243061046883495,-1.84156505433465,-0.888783258462141,2.98527086415147,1.45277877291421,4.85440383823677,0.807940674562847,0.475915399361811,1.09385268631607
11,"Full Laplace, grid","laplace","grid",277,5.01000000000022,-1.3650503222812,0.261026928262522,-1.85948911378348,-0.829415598298064,2.98527084940245,1.45277508197977,4.8544047736767,0.807941204062137,0.475914819839983,1.09385353417847
12,"Gaussian","gaussian","eb",226,4.14999999999964,-1.36496127821369,0.251667041344648,-1.85821961534495,-0.871702941082428,3.12185476124503,1.42675473523372,5.22412171704759,0.792965105344294,0.454500940259232,1.08019212819145
12,"Simplified Laplace","simplified.laplace","eb",226,4.31999999999971,-1.36496127821369,0.251667041344648,-1.85821961534495,-0.871702941082428,3.12185476124503,1.42675473523372,5.22412171704759,0.792965105344294,0.454500940259232,1.08019212819145
12,"Full Laplace, eb (main)","laplace","eb",226,4.16000000000076,-1.36496127821369,0.251667041344648,-1.85821961534495,-0.871702941082428,3.12185476124503,1.42675473523372,5.22412171704759,0.792965105344294,0.454500940259232,1.08019212819145
