"rep","mesh_cfg","mesh_n","n_enc","elapsed","beta1_mean","beta1_sd","beta1_lo","beta1_hi","range_mean","range_lo","range_hi","sigma_mean","sigma_lo","sigma_hi"
40,"Standard (main study)",2340,212,4.05999999999949,-2.26303844894058,0.265473427923658,-2.78335680652333,-1.74272009135782,4.10906438224777,1.66198926924609,7.29351330300898,0.817412680403965,0.38282890792312,1.1908154386607
40,"Fine + extended boundary",9230,212,20.5699999999997,-2.26520175240813,0.274005684434468,-2.80224302545893,-1.72816047935732,3.66019584401256,1.39584951920022,6.65980339579222,0.836635607062964,0.413797723344523,1.19670713342387
41,"Coarse",621,381,1.80000000000109,-2.52271870752163,0.276952275675459,-3.06553519328193,-1.97990222176132,5.07567754996704,2.24290329143273,8.71283793973216,1.1024936165794,0.510642588256385,1.63124221435593
41,"Standard (main study)",2340,381,4.34000000000015,-2.28543124430069,0.279344661144505,-2.83293671941746,-1.73792576918391,3.71503873065263,1.87476174316038,5.99085057393521,1.0262796750875,0.577950404006188,1.42565066516387
41,"Fine + extended boundary",9230,381,22.119999999999,-2.2218592254825,0.283385636063119,-2.77728486590219,-1.66643358506281,3.07972807120942,1.58859404833448,4.90682070704803,1.02549522356748,0.620340002716518,1.38523187004217
42,"Coarse",621,229,1.61000000000058,-1.93064036416998,0.262347919042136,-2.44483283691159,-1.41644789142836,4.19702140137164,1.91049247538117,7.08339268968309,0.842983899463039,0.441993434319744,1.18969132030883
42,"Standard (main study)",2340,229,4.22000000000116,-1.80424421613914,0.269673799872471,-2.33279515146325,-1.27569328081504,3.30078689331783,1.58970627909273,5.41085299429654,0.884846808485671,0.509330435385987,1.20723565930581
42,"Fine + extended boundary",9230,229,21.4900000000016,-1.79562275618983,0.275071451090099,-2.3347528935016,-1.25649261887806,2.66788753519898,1.24270721809434,4.43546707502186,0.922519202172185,0.56686152889698,1.22551883426578
43,"Coarse",621,305,1.61999999999898,-2.41722607766498,0.301235658599975,-3.00763711938014,-1.82681503594983,3.80212477654847,1.9016352959386,6.14893137729173,0.973428134332107,0.551459648026393,1.34706383819739
43,"Standard (main study)",2340,305,4.71999999999935,-2.30137990918829,0.315715071115617,-2.9201700779514,-1.68258974042518,2.84538204605149,1.56962793972096,4.37144609876617,1.02148878484961,0.640810384358981,1.35864006907738
43,"Fine + extended boundary",9230,305,21.9500000000007,-2.30781147569845,0.321348212181354,-2.93764239807024,-1.67798055332666,2.30605309784451,1.30261649409946,3.49851288124573,1.04671847144764,0.699089841737922,1.35450737366009
44,"Coarse",621,306,1.84000000000015,-2.36591922739419,0.235175811498588,-2.8268553479664,-1.90498310682198,3.3244657424614,1.43683051090214,5.68227173530522,0.682125535524894,0.321970416778061,0.988192145310987
44,"Standard (main study)",2340,306,4.32000000000153,-2.29304013579428,0.257994174584577,-2.79869942620119,-1.78738084538737,2.59223972738089,1.28924109666232,4.17204526897775,0.796544612959786,0.433228783180268,1.1081851950011
44,"Fine + extended boundary",9230,306,22.0300000000007,-2.28690995294028,0.269407682679379,-2.81493930815026,-1.75888059773031,2.07933036816957,1.06117878415968,3.30433594396063,0.864850890686052,0.512160673775132,1.1667129688217
45,"Coarse",621,337,1.78000000000065,-1.88635271257818,0.262942012371816,-2.40170958684942,-1.37099583830694,4.02727806522537,1.71859250710733,6.98735253648151,1.0163037952296,0.474929227690287,1.49281802232335
45,"Standard (main study)",2340,337,3.90999999999985,-1.70039714132175,0.2768100441637,-2.24293485844155,-1.15785942420196,2.94759989976248,1.51304178680193,4.69694726035802,1.09777526812635,0.628965865878816,1.511742280934
45,"Fine + extended boundary",9230,337,21.0400000000009,-1.68504782332871,0.276423717332166,-2.22682835377243,-1.14326729288498,2.28805873368052,1.25968454423579,3.5156638754425,1.1286191394131,0.720620498040872,1.48926670793677
46,"Coarse",621,452,1.72999999999956,-3.40384420375005,0.308526613874834,-4.00854525521682,-2.79914315228328,5.14984892648217,2.19501216353676,8.94069149287859,1.16558871644266,0.49712514175076,1.75679986893607
46,"Standard (main study)",2340,452,4.30999999999949,-2.81535791078891,0.307805171198015,-3.41864496059221,-2.21207086098562,3.06078808698725,1.56075269005228,4.89522823619563,0.993535480615267,0.580118482751632,1.3588842516687
46,"Fine + extended boundary",9230,452,24.2600000000002,-2.64534740426418,0.307281586422327,-3.24760824676427,-2.04308656176409,2.1859794934147,1.21656526209957,3.34568336731967,0.989361825301757,0.654547982920674,1.28654961174618
47,"Coarse",621,299,2.07999999999993,-2.30442030637613,0.294720749620623,-2.8820623611292,-1.72677825162306,6.01215634138026,2.36728337043545,10.7116837793977,1.2675573635677,0.511864010548746,1.92652388515698
47,"Standard (main study)",2340,299,4.15999999999985,-2.0535202556639,0.303714008723839,-2.6487887743629,-1.45825173696489,4.06149756303567,1.84601385752481,6.83656283565504,1.1796247225341,0.604364615715771,1.68318844459784
47,"Fine + extended boundary",9230,299,20.7600000000002,-1.96158779834881,0.305328616654954,-2.56002089044196,-1.36315470625567,3.28860003370299,1.53794165136562,5.48017510064053,1.16973111033538,0.658304623392249,1.61962907320055
48,"Coarse",621,296,1.53999999999905,-3.69012212690962,0.378235934949535,-4.43145093706955,-2.9487933167497,8.45247134681197,3.30201433985474,15.1147158956226,2.10820430616813,0.654849892779528,3.39334893075485
48,"Standard (main study)",2340,296,4.09000000000015,-3.15613690093325,0.380999229735165,-3.90288166935167,-2.40939213251482,5.63108432739846,2.22307914065324,9.96992373248417,1.67694037205976,0.651704473234416,2.56378952442233
48,"Fine + extended boundary",9230,296,20.9899999999998,-2.92229232888581,0.386624649875911,-3.68006271817801,-2.16452193959362,4.57604056090025,1.49899218861991,8.77801275922636,1.61423664030271,0.616276683672551,2.49649053242343
49,"Coarse",621,155,1.53000000000065,-1.86503328290704,0.311127246488141,-2.47483148063291,-1.25523508518117,3.72789843661046,1.52495027406746,6.57072943250674,1.00826068770962,0.468194256875387,1.47792312102966
49,"Standard (main study)",2340,155,4.01000000000022,-1.8614496904094,0.332424220230951,-2.51298918965088,-1.20991019116793,3.13080728496433,1.36993742694342,5.3732103743972,1.10386094753938,0.572188387108946,1.56667290779319
49,"Fine + extended boundary",9230,155,20.1599999999999,-1.90765856288386,0.338439247505458,-2.5709872989494,-1.24432982681833,2.55442693416751,1.14508696543252,4.34773781411747,1.12089853202709,0.645355483329528,1.53304933994683
50,"Coarse",621,267,1.97999999999956,-2.21041748835051,0.257935501584665,-2.71596178179072,-1.70487319491029,2.4070242937076,1.23169304192545,3.82617560627134,0.772586351469049,0.463678808207018,1.04114937939078
50,"Standard (main study)",2340,267,4.46999999999935,-2.11079798827273,0.27228916537053,-2.64447494577944,-1.57712103076602,1.95360346153159,1.14111126759689,2.89889264106159,0.890469138217267,0.586909025021,1.15637236684278
50,"Fine + extended boundary",9230,267,21.8400000000001,-2.10830379773053,0.275694726273114,-2.64865553195346,-1.56795206350759,1.57728696216187,0.960201922893342,2.28742274665651,0.96122501254197,0.675825029633837,1.21168681538374
51,"Coarse",621,222,1.68999999999869,-2.67285360971304,0.34350008949768,-3.34610141381477,-1.9996058056113,5.71519584626882,2.18933698055677,10.4111996421424,1.326628906506,0.540248644810299,2.03026175053812
51,"Standard (main study)",2340,222,4.29999999999927,-2.40095502550289,0.347645423894262,-3.0823275357258,-1.71958251527998,3.94050881885038,1.68060899989998,6.8596267286819,1.18644573369464,0.615696615473685,1.69227265408585
51,"Fine + extended boundary",9230,222,22.2099999999991,-2.30857662953038,0.346782643991412,-2.98825812221712,-1.62889513684364,2.97952715324254,1.30596700199058,5.1359527860306,1.13150378284648,0.672906701705455,1.53699739397473
52,"Coarse",621,260,1.68000000000029,-3.20684639625328,0.321317768687964,-3.83661765047446,-2.5770751420321,6.1655533278065,2.34063953657575,11.2538013576531,1.19271575503754,0.505439808678383,1.79352080305845
52,"Standard (main study)",2340,260,4.67999999999847,-2.94596333401286,0.338296791051928,-3.60901286056011,-2.28291380746561,3.94432733763677,1.72918277309147,6.76980061464528,1.07445287629114,0.572227271184498,1.51082742069079
52,"Fine + extended boundary",9230,260,22.0799999999999,-2.87841278859555,0.352042777465952,-3.56840395344627,-2.18842162374484,3.0250155566085,1.40759426386166,5.06285925569266,1.0689299841722,0.631457436292692,1.45000531755031
53,"Coarse",621,319,1.77999999999884,-2.26563473561024,0.267118509428722,-2.78917739369456,-1.74209207752592,4.39040373520828,1.91408172096263,7.56926930978719,0.933242012515642,0.486250026471861,1.32859204747558
53,"Standard (main study)",2340,319,4.40999999999985,-2.01711647843836,0.266535557159773,-2.53951657107083,-1.49471638580589,2.72718548602653,1.46498728757376,4.25593323799176,0.903518717359366,0.585072470122784,1.18440853198317
53,"Fine + extended boundary",9230,319,22.0900000000001,-1.95326569804361,0.263666252699538,-2.47004205727335,-1.43648933881388,2.0533771564237,1.18646158754051,3.0793244722967,0.932891516112041,0.652904845677688,1.1786489715666
54,"Coarse",621,213,1.72999999999956,-2.00198590858153,0.326860256501141,-2.64262023930129,-1.36135157786176,3.54364059865092,1.77068225751375,5.72660202495647,1.13928826131745,0.639589344988583,1.58266101604572
54,"Standard (main study)",2340,213,4.29999999999927,-1.95490159196664,0.341920900721449,-2.62505424294218,-1.28474894099111,2.6812823610199,1.48795871089288,4.10820593319962,1.2131577840884,0.768951635929836,1.60819570430299
54,"Fine + extended boundary",9230,213,21.0200000000004,-1.94010546805637,0.338586933705325,-2.60372366375465,-1.27648727235808,2.07040925295607,1.19308110567205,3.10474264218634,1.24399052750987,0.855599213958042,1.58763034742236
55,"Coarse",621,474,1.75,-2.85601786095224,0.275274900900171,-3.3955467525644,-2.31648896934007,4.51261587608136,1.93342936680535,7.89388978416082,1.06494726835894,0.456195902404012,1.61514936824587
55,"Standard (main study)",2340,474,4.15999999999985,-2.42959232719287,0.267548520302827,-2.9539777911034,-1.90520686328235,2.72208030296053,1.52132694848087,4.16816657671947,0.905633156271038,0.570421410246323,1.20540869941033
55,"Fine + extended boundary",9230,474,22.0799999999999,-2.33368071446846,0.266650741215905,-2.85630656370255,-1.81105486523438,2.07301238866724,1.24897010364595,3.03986337056076,0.919098709165579,0.637726130251783,1.17028108600454
56,"Coarse",621,306,1.61000000000058,-3.34533254056182,0.326339322322278,-3.9849458590527,-2.70571922207095,5.89030687339219,1.58522762139448,11.9008779083499,1.43737897035601,0.325621271239282,2.43881694413321
56,"Standard (main study)",2340,306,4.56999999999971,-2.66757415321791,0.297422693110133,-3.25051191989868,-2.08463638653714,2.84164198182494,1.34091790113215,4.74935148746404,0.95685954641775,0.530014371933938,1.33705856414185
56,"Fine + extended boundary",9230,306,21.2699999999986,-2.52312667086659,0.296219695397766,-3.10370660535764,-1.94254673637555,2.15953008506309,1.15591924118168,3.38117667248228,0.952752575072059,0.604433721323784,1.25987814122343
57,"Coarse",621,313,1.30999999999949,-2.25051255079391,0.305323047017472,-2.84893472659818,-1.65209037498963,5.34236197868384,2.25005959636008,9.31827420215856,1.22799287097076,0.558722484161484,1.81912743864292
57,"Standard (main study)",2340,313,4.08000000000175,-2.12553200824708,0.323005325828034,-2.75861081368465,-1.49245320280951,4.14157453077888,1.90220722617674,6.95611257179152,1.23221268472289,0.639107149382554,1.75468005697649
57,"Fine + extended boundary",9230,313,19.7100000000009,-2.15974949821496,0.335196074784019,-2.81672173255083,-1.50277726387909,3.30243841947059,1.56658744920155,5.48240234492704,1.23049631581122,0.700256565698907,1.69981685356547
58,"Coarse",621,281,1.5,-2.30544772778589,0.272618355340315,-2.83976988577745,-1.77112556979433,5.30703215319227,2.35614071068466,9.10514925464439,0.983425795108352,0.48116895893951,1.42670824294813
58,"Standard (main study)",2340,281,4.15999999999985,-2.11462656219387,0.28238782407611,-2.66809652705568,-1.56115659733206,3.55323764971105,1.73824993637091,5.80201955365715,0.949659167936284,0.554964792153971,1.29172984307486
58,"Fine + extended boundary",9230,281,21.5499999999993,-2.06294313784899,0.288517649387015,-2.6284273395517,-1.49745893614629,2.8013350452973,1.37327046226819,4.57264618220892,0.975091852230835,0.614112000294981,1.28584434414481
59,"Coarse",621,287,1.53000000000065,-2.06188143264871,0.226794906146978,-2.50639128057393,-1.61737158472349,3.03550264287795,1.32431386225887,5.19661037616802,0.646608849674501,0.359817781463443,0.889065356082592
59,"Standard (main study)",2340,287,4.35000000000036,-2.0033905590122,0.242260672972725,-2.47821275290918,-1.52856836511522,2.13702196171097,1.13263315851206,3.34128189571705,0.752985510132099,0.479232176254825,0.987079111692593
59,"Fine + extended boundary",9230,287,24.5,-2.01546076535215,0.245745909033148,-2.49711389640518,-1.53380763429912,1.5937986567159,0.92178030457222,2.3776561262692,0.826963938279406,0.571408063972629,1.04617370240471
60,"Coarse",621,296,1.76999999999862,-2.88876901441951,0.275354000886898,-3.42845293915684,-2.34908508968218,4.11469683305665,1.45400490144897,7.72856579367802,0.852178517206473,0.339177710799392,1.3063702190915
60,"Standard (main study)",2340,296,4.5,-2.67992580799437,0.288703862440212,-3.2457749805748,-2.11407663541395,2.80529742471008,1.2490510202974,4.79518075440691,0.84815237249752,0.453974885680339,1.19512129473658
60,"Fine + extended boundary",9230,296,22.25,-2.60848006815729,0.291780008550854,-3.18035837632575,-2.03660175998883,2.12833332249381,1.0378404021703,3.48379080221851,0.852346605740041,0.523386470908698,1.14045984670033
61,"Coarse",621,434,1.51000000000022,-2.11360697418597,0.22516733380193,-2.55492683893266,-1.67228710943928,3.75804941214357,1.88920801920507,6.03410981494777,0.798873041894276,0.436973916372876,1.1146151247302
61,"Standard (main study)",2340,434,4.69999999999891,-1.96047703942953,0.233070941979283,-2.41728769155175,-1.50366638730731,2.78659490819188,1.57745440347405,4.20971184884303,0.843682589162064,0.53032893942789,1.11822512967794
61,"Fine + extended boundary",9230,434,22.0900000000001,-1.93257640685634,0.23657832875151,-2.39626141073198,-1.4688914029807,2.28358877504048,1.32869863678946,3.39843841671223,0.88523810336001,0.590786342366033,1.14383152653042
62,"Coarse",621,271,2.38999999999942,-2.20670962873284,0.286812053952434,-2.76885092481157,-1.64456833265411,3.88495264776393,1.88674362534679,6.35181597047288,0.980335345471276,0.523411360488554,1.38180449714589
62,"Standard (main study)",2340,271,4.22999999999956,-2.13374751309416,0.302339008635867,-2.72632108114201,-1.54117394504632,3.08288276915437,1.61785647126202,4.85328746127206,1.03301852226918,0.614414136250142,1.40129419830958
62,"Fine + extended boundary",9230,271,22.0200000000004,-2.12558804196313,0.306544562157043,-2.72640434344753,-1.52477174047872,2.43494962596513,1.2903191386537,3.81289714902679,1.0541903685892,0.681898619477811,1.38054898378296
63,"Coarse",621,256,1.54000000000087,-1.91078814769408,0.23783688223555,-2.37693987107105,-1.44463642431711,2.8293134568516,1.41188011383093,4.5522929211282,0.717198230164441,0.418478658937851,0.972068418733949
63,"Standard (main study)",2340,256,4.92000000000007,-1.88064149524378,0.252514763404063,-2.3755613370804,-1.38572165340717,2.10331412168344,1.20256393004751,3.15435933649401,0.834961504615183,0.538590488047624,1.09035643863289
63,"Fine + extended boundary",9230,256,22.8099999999995,-1.89757071320358,0.25743887917586,-2.40214164460862,-1.39299978179854,1.67904165341972,1.00225322485519,2.45938020805186,0.915891711433122,0.628683932940382,1.16407167753951
64,"Coarse",621,128,1.38999999999942,-1.71163129344715,0.249857171073873,-2.201342350031,-1.22192023686329,6.71605929931754,1.33759618322863,14.6568487262118,0.750756320075785,0.163856179250196,1.24135031104088
64,"Standard (main study)",2340,128,4.13999999999942,-1.69012594530003,0.261561448426749,-2.20277696396059,-1.17747492663947,5.27281046511554,0.788536595974477,12.1795714731954,0.757479089539379,0.200855498011056,1.20543950565571
64,"Fine + extended boundary",9230,128,20.2299999999996,-1.68345438173745,0.256676655903727,-2.18653138298093,-1.18037738049396,4.88359064808119,0.382302332794943,14.3415410814726,0.712266740329577,0.277092004160078,1.0565528370895
65,"Coarse",621,169,1.84999999999854,-2.08981288809196,0.38826729452285,-2.85080280173155,-1.32882297445236,4.91690956994759,2.10580938515849,8.53117804670763,1.42793174226914,0.703376936841807,2.06953937242702
65,"Standard (main study)",2340,169,4.19999999999891,-1.91532440581202,0.398322200824969,-2.69602157367169,-1.13462723795235,3.61503041018692,1.74335255323792,5.94876086317955,1.42254326099888,0.806615246365519,1.96689370971325
65,"Fine + extended boundary",9230,169,21.4499999999989,-1.88119759269776,0.400260053219335,-2.66569288145775,-1.09670230393778,2.86164079892236,1.42382187036003,4.64229324612318,1.43313167787725,0.882234637454261,1.91796286763943
66,"Coarse",621,313,1.88999999999942,-3.62887950716555,0.394033652978323,-4.40117127569982,-2.85658773863128,6.86400040195045,2.11215825099517,13.247534667947,2.03678686524422,0.431988612787056,3.49624411591578
66,"Standard (main study)",2340,313,4.30999999999949,-2.60960049353439,0.343903523489992,-3.2836390137312,-1.93556197333758,3.95177199067078,1.71454689775646,6.86643839315264,1.22217853225079,0.592525383276267,1.79014525580017
66,"Fine + extended boundary",9230,313,21.7700000000004,-2.42547953805914,0.342622663554615,-3.09700761891337,-1.75395145720491,3.09020187120189,1.47194513725185,5.14082001555918,1.15307366612751,0.658032590273223,1.59710819389518
67,"Coarse",621,315,1.47000000000116,-2.11435529759664,0.224348129746327,-2.55406955189836,-1.67464104329492,5.23694843042523,1.96316904057342,9.68284980256675,0.746446527295509,0.347236192593288,1.09671287735448
67,"Standard (main study)",2340,315,4.47999999999956,-2.03852861743821,0.236852251241031,-2.50275049952786,-1.57430673534856,4.00940700118464,1.62277774348247,7.15987024824041,0.761129638164862,0.403234008307546,1.06879996021024
67,"Fine + extended boundary",9230,315,20.9200000000001,-2.03344028120332,0.24647951167627,-2.51653124701583,-1.55034931539081,3.17501713718128,1.28435659827484,5.66665962440539,0.777216542640029,0.448605406695456,1.05556016072144
68,"Coarse",621,206,1.65999999999985,-1.97913426687204,0.237061562699561,-2.44376639188196,-1.51450214186211,4.17898394134263,1.46130494509066,7.83035678363867,0.683793622689393,0.294838947238216,1.01589478309268
68,"Standard (main study)",2340,206,4.30999999999949,-1.97172126055464,0.248600635503417,-2.45896955267511,-1.48447296843417,3.36016726288719,1.26400237183869,6.13681938518243,0.724357488440736,0.358863119341438,1.03421292246167
68,"Fine + extended boundary",9230,206,20.5,-1.99359552536089,0.254589093118414,-2.49258097872969,-1.49461007199208,2.81820432229556,1.04779483978797,5.18808417295055,0.739585557894054,0.400209683291357,1.02399708508658
69,"Coarse",621,317,1.42000000000007,-3.19872055539294,0.378297976764619,-3.94017096527597,-2.45727014550992,5.62461644875083,2.5242607518409,9.50326884459184,1.58022257114936,0.685708677710719,2.36362485516779
69,"Standard (main study)",2340,317,4.56999999999971,-2.56297476521058,0.374534159860483,-3.2970482295171,-1.82890130090407,3.49255194871424,1.74882778425359,5.63911575664559,1.36428664800083,0.756489857726525,1.90362935198646
69,"Fine + extended boundary",9230,317,22.4099999999999,-2.37520996589476,0.366325260671888,-3.09319428343891,-1.65722564835061,2.50524129496636,1.37773026879121,3.86551725136899,1.3117643102302,0.840558608002308,1.73312052122429
70,"Coarse",621,201,1.69999999999891,-2.30488271628904,0.298201899397523,-2.88934769922962,-1.72041773334846,3.34295982014145,1.46140716662695,5.71341184371938,0.962819055273194,0.510064574257964,1.35739348124692
70,"Standard (main study)",2340,201,4.25,-1.9928458265307,0.287814223667296,-2.55695133915695,-1.42874031390444,2.18491503238807,1.18552429156763,3.37331202373046,0.963038222778185,0.630974339900822,1.25395188755821
70,"Fine + extended boundary",9230,201,21.6200000000008,-1.89036686474292,0.279461769897705,-2.43810186879824,-1.3426318606876,1.70781311957282,0.986826337880318,2.54966494001951,1.00404095607353,0.70440350003899,1.26646366915733
71,"Coarse",621,246,1.71000000000095,-2.24106367280017,0.285395224716108,-2.80042803460346,-1.68169931099689,4.64666361433374,1.85048636310259,8.29634747324264,0.984207457635963,0.444493808179646,1.45788667465317
71,"Standard (main study)",2340,246,3.95000000000073,-2.11313365658475,0.296015785852497,-2.69331393571097,-1.53295337745854,3.76887208752534,1.6064132017392,6.54768115532503,0.998802009773543,0.51201833267702,1.42497337007772
71,"Fine + extended boundary",9230,246,21.4400000000005,-2.12785509598813,0.304360467204659,-2.72439065002705,-1.53131954194921,3.04990313206231,1.28479792386743,5.32844432358535,0.9984207082208,0.564258510443084,1.37572277053883
72,"Coarse",621,163,1.67000000000007,-1.70693547937219,0.240439218487134,-2.17818768807793,-1.23568327066645,3.28286844691409,1.24857877513375,5.94396755517776,0.652875563268576,0.339136757373726,0.915677501532733
72,"Standard (main study)",2340,163,4.45000000000073,-1.67617448905765,0.250373973372254,-2.16689845953346,-1.18545051858184,2.58375604514245,1.15275258668954,4.38464704665603,0.728951999479776,0.413575492501928,0.9923087430047
72,"Fine + extended boundary",9230,163,22.1100000000006,-1.69019952979717,0.254460616148518,-2.18893317293214,-1.19146588666221,2.10632464403235,0.969731505762892,3.52114339291509,0.777074893523567,0.465322068962452,1.0351796029774
73,"Coarse",621,429,1.46999999999935,-2.20689507723991,0.262644233844751,-2.72166831632274,-1.69212183815708,4.71215503758752,2.17642093573559,7.89268537900906,1.03158835757979,0.506781846884117,1.49479722752477
73,"Standard (main study)",2340,429,3.98000000000138,-2.05220981977516,0.274548151046763,-2.59031430784888,-1.51410533170144,3.61190725998602,1.81815508200319,5.82043721650521,1.04057732274834,0.586705899458162,1.44281245776306
73,"Fine + extended boundary",9230,429,19.9400000000005,-2.05517855210857,0.278876409970495,-2.60176627178856,-1.50859083242857,2.87881845621489,1.5025073544861,4.56301133549807,1.03990788059201,0.641334499086266,1.39401947130215
74,"Coarse",621,212,1.70999999999913,-2.18733791036381,0.263462634805644,-2.7037151858549,-1.67096063487272,5.35731491086633,1.89292400174985,10.0228633423909,0.871880186282527,0.345987170264185,1.33299503116219
74,"Standard (main study)",2340,212,4.29999999999927,-2.12375909476418,0.272823307790987,-2.6584829521776,-1.58903523735076,4.57140905710114,1.63562622882664,8.49931864688503,0.886733712733387,0.387310035439987,1.3202174077997
74,"Fine + extended boundary",9230,212,18.7599999999984,-2.11989310118826,0.278854636228642,-2.66643814511842,-1.5733480572581,4.10259332750498,1.29384984936686,8.01152653428091,0.893766225149626,0.404845866448698,1.31706768664468
75,"Coarse",621,234,1.67000000000007,-1.95327566044,0.284716660538471,-2.51131006089392,-1.39524125998608,3.45389427847145,1.42670397018744,6.09075910495999,1.02609184501976,0.517897207437063,1.47537392986683
75,"Standard (main study)",2340,234,4.45000000000073,-1.7404322850831,0.284706120763744,-2.29844602795815,-1.18241854220806,2.4411558080417,1.29690711865224,3.82457033844525,1.06072984890788,0.662649630273599,1.41222297819659
75,"Fine + extended boundary",9230,234,21.75,-1.69130033394134,0.27848738301375,-2.2371255747971,-1.14547509308558,1.8156969513784,1.05223593601171,2.71030599659334,1.10573459695329,0.761706593626711,1.40811295965589
76,"Coarse",621,423,1.69000000000051,-2.50399158256941,0.292357357924639,-3.07700147471699,-1.93098169042183,4.36289675757093,2.00140752385066,7.37113732596297,1.07559253784791,0.537906649570807,1.55780571179224
76,"Standard (main study)",2340,423,4.51000000000022,-2.16212664615901,0.303828074043147,-2.75761872877575,-1.56663456354227,3.54283179200108,1.80334050469157,5.68014886725553,1.1180756651324,0.634106326319046,1.54939641521446
76,"Fine + extended boundary",9230,423,20.7800000000007,-2.10883403597327,0.310540048329895,-2.71748134645719,-1.50018672548934,2.83090902083659,1.47700910949063,4.48507343174617,1.12863607223148,0.69751207215055,1.5130098450104
77,"Coarse",621,192,1.45999999999913,-2.06930175946102,0.285321894224853,-2.62852239614248,-1.51008112277956,4.43944565639623,1.75092420663408,7.95355648144366,0.871798978106408,0.428271067311604,1.25537971149542
77,"Standard (main study)",2340,192,4.02000000000044,-2.02347757304812,0.299278674552919,-2.61005299651272,-1.43690214958351,3.39656895891289,1.4457051529789,5.89685042789556,0.905716091666961,0.500713716803158,1.25388684284621
77,"Fine + extended boundary",9230,192,20.6699999999983,-2.07128505638167,0.307576989888741,-2.67412487903684,-1.46844523372649,2.58941012625066,1.08318173436554,4.53050298133492,0.919686540074495,0.561925455274974,1.22354693267656
78,"Coarse",621,291,1.78000000000065,-2.6397630201307,0.308862093461133,-3.24512159950416,-2.03440444075723,5.37024023240563,2.12539305073449,9.62787171667613,1.16670346131637,0.479348024818314,1.7763294047092
78,"Standard (main study)",2340,291,4.13999999999942,-2.33452938387162,0.315313258932044,-2.95253201522638,-1.71652675251686,3.85533690184354,1.73719147846123,6.54194598658021,1.09357549089519,0.558165050829777,1.56635657823848
78,"Fine + extended boundary",9230,291,22.1599999999999,-2.24926464530185,0.319600133469024,-2.87566939635533,-1.62285989424837,3.07474097865875,1.42855258292189,5.15266623927864,1.07442693421102,0.608833077390464,1.48535985884371
79,"Coarse",621,354,1.57000000000153,-2.85821490095337,0.33929413775217,-3.5232191911132,-2.19321061079355,8.62038559212431,1.14309683217798,23.4289616663016,2.62082749439517,0.371883310836003,5.0677232806277
79,"Standard (main study)",2340,354,4.25,-2.0614968322957,0.298784245462838,-2.64710319255084,-1.47589047204057,2.69790206887204,1.54420668646853,4.0801156151426,1.06522284941595,0.675762386298479,1.41587319569036
79,"Fine + extended boundary",9230,354,20.4700000000012,-1.9084527529585,0.295310618764946,-2.48725092999003,-1.32965457592696,2.14786590207742,1.31245645589719,3.11934562799417,1.10018091110522,0.75306589645563,1.41065436506898
80,"Coarse",621,265,1.64999999999964,-2.02754988897349,0.2528761029452,-2.52317794329693,-1.53192183465006,4.01876117570291,1.85356366205804,6.77848795355239,0.833375218599943,0.441265687662671,1.18046434903957
80,"Standard (main study)",2340,265,4.27000000000044,-1.89397165925282,0.259957158239928,-2.40347832692646,-1.38446499157918,2.91643024095743,1.52883365099345,4.60885849937582,0.867012970818831,0.52829212460392,1.16458015409416
80,"Fine + extended boundary",9230,265,23.3400000000001,-1.85258680210247,0.262011625635591,-2.36612015187902,-1.33905345232592,2.4102280913593,1.2867152167712,3.76759258595933,0.896758796379132,0.580086974265391,1.17297473162551
81,"Coarse",621,293,1.70000000000073,-1.92350937841497,0.24366374504608,-2.40108154304343,-1.4459372137865,3.30976942467864,1.57312840608806,5.45587896130504,0.825577095034773,0.448331401959547,1.15537459309181
81,"Standard (main study)",2340,293,4.22999999999956,-1.867831221112,0.256515270256692,-2.37059191229968,-1.36507052992433,2.59218791762909,1.35790701304284,4.08053775507431,0.902486956768607,0.549226518874475,1.21180587290588
81,"Fine + extended boundary",9230,293,22.0400000000009,-1.87406499850626,0.255799862695842,-2.3754235166404,-1.37270648037212,1.96512148133722,1.08227143766724,3.01552069811915,0.936106110314664,0.627661577494525,1.20573604609342
82,"Coarse",621,343,1.52000000000044,-1.59076486231293,0.252673288747572,-2.08599540811346,-1.0955343165124,3.37541488724747,1.74651454394128,5.35627814437351,0.929730918710935,0.581194302853245,1.23961921359334
82,"Standard (main study)",2340,343,4.42000000000007,-1.54184542495017,0.253308285512731,-2.03832054154071,-1.04537030835963,2.54413310410072,1.49733069248753,3.77483762264389,0.966431032291329,0.657323383659152,1.24293728062082
82,"Fine + extended boundary",9230,343,22.3099999999995,-1.57602574386221,0.249166374514293,-2.06438286406864,-1.08766862365577,2.01056465061678,1.23042883361877,2.91381077468094,0.993074926063791,0.714144403292513,1.24208029064515
83,"Coarse",621,271,1.63999999999942,-2.13046696498137,0.222039248459411,-2.56565589511616,-1.69527803484659,4.30457208762915,1.34431083808286,8.41863402731899,0.663551284696377,0.242994110511948,1.02275444100227
83,"Standard (main study)",2340,271,4.38999999999942,-2.11067729342717,0.243081638977779,-2.58710855112659,-1.63424603572776,3.24285178709221,1.21047050704357,5.94491218353075,0.746178967995572,0.334693638630513,1.09565302255379
83,"Fine + extended boundary",9230,271,21.5799999999999,-2.14247116653819,0.254470603107932,-2.64122438375392,-1.64371794932246,2.52026468016866,1.01114795386322,4.4922930998114,0.783325670049544,0.405372797910222,1.10153928927621
