"rep","mesh_cfg","mesh_n","n_enc","elapsed","beta1_mean","beta1_sd","beta1_lo","beta1_hi","range_mean","range_lo","range_hi","sigma_mean","sigma_lo","sigma_hi"
84,"Coarse",621,185,1.61000000000058,-3.61367699658265,0.372619650753398,-4.3439980919912,-2.8833559011741,11.403913593291,3.68909477566964,21.9091548067594,2.20695843553186,0.615759855348188,3.62331328279548
84,"Standard (main study)",2340,185,4.57999999999993,-3.20748225330686,0.3847204575725,-3.96152049426473,-2.453444012349,7.08194445571322,1.97263044693743,13.9580216013789,1.71227609648656,0.542403768409687,2.70164858450919
84,"Fine + extended boundary",9230,185,22.6700000000001,-2.87757098895133,0.387560360643369,-3.63717533764769,-2.11796664025497,5.84062540349798,0.932096918846288,14.1499046414624,1.62697687814727,0.477713121345201,2.68242797730441
85,"Coarse",621,338,1.56999999999971,-2.23832642338027,0.303290334228646,-2.83276455532753,-1.64388829143301,3.57046127263067,1.87112999194275,5.63797524345151,1.05567994396485,0.613179029315436,1.45005141382758
85,"Standard (main study)",2340,338,4.13999999999942,-2.1499864731178,0.318023922690682,-2.77330190781369,-1.52667103842191,2.74065194005956,1.59300128397622,4.09499028089031,1.11954170552587,0.721490260236984,1.47541262422428
85,"Fine + extended boundary",9230,338,21.4699999999993,-2.15355329875956,0.320319471543423,-2.78136792653157,-1.52573867098755,2.21371788155115,1.33017183685478,3.24500014183269,1.14783396462489,0.788203972246554,1.46970875769335
86,"Coarse",621,250,1.61999999999898,-2.40835127257937,0.273263910208717,-2.94393869486304,-1.8727638502957,4.57149742624092,1.4793631147893,8.67113253144354,0.966677195040337,0.326007655767308,1.51501247533563
86,"Standard (main study)",2340,250,4.19000000000051,-2.28501669424621,0.281901214156128,-2.83753292119034,-1.73250046730209,3.25659691517545,1.32771203451154,5.71685791696404,0.945361577431738,0.442479277338206,1.37764364826777
86,"Fine + extended boundary",9230,250,21.3400000000001,-2.24704575571177,0.284954885784364,-2.80554706906784,-1.68854444235569,2.49776763438975,1.07677301381395,4.29082562214623,0.946233807521947,0.515412363706467,1.3154796659687
87,"Coarse",621,247,1.72000000000116,-2.03538180118355,0.25006412952541,-2.52549848887871,-1.54526511348839,3.22939998861536,1.29045692669426,5.75695410916877,0.805053016056942,0.390239429593721,1.16877919759861
87,"Standard (main study)",2340,247,4.3799999999992,-1.88117996974841,0.253802475657677,-2.37862368122456,-1.38373625827226,2.45922923873221,1.2010013036228,4.02114090161681,0.846112275720862,0.498878242524488,1.15075849697762
87,"Fine + extended boundary",9230,247,22.7299999999996,-1.84109148714534,0.25178526491812,-2.33458153822273,-1.34760143606795,1.92050362857723,1.02079601863967,3.00373621135173,0.870832288042279,0.566538505109118,1.13487655455393
88,"Coarse",621,534,1.81999999999971,-2.92365249698899,0.364110731530456,-3.63729641717322,-2.21000857680477,5.591487697097,2.68804014484235,9.21773483920942,1.65063999855555,0.77798053295708,2.43087173380181
88,"Standard (main study)",2340,534,4.72000000000116,-2.38819206094299,0.361151357534647,-3.09603571467864,-1.68034840720733,4.3356227010805,2.2831202265141,6.83981709241425,1.49814418971579,0.831891351787531,2.09583558090626
88,"Fine + extended boundary",9230,534,22.9599999999991,-2.36437676938428,0.372394905031935,-3.09425737127308,-1.63449616749547,3.39182581451675,1.85947198439742,5.238057048048,1.4534556482699,0.883397341229861,1.96519603240196
89,"Coarse",621,261,1.42000000000007,-2.21607646239117,0.262301066863519,-2.7301771065501,-1.70197581823224,2.28049616275997,1.20114094161888,3.57135500980219,0.797019183965345,0.509147197503008,1.04990215847412
89,"Standard (main study)",2340,261,4.04999999999927,-2.13471346725418,0.273971947668986,-2.67168861745969,-1.59773831704868,1.98851261913006,1.16452914002818,2.94953862335547,0.896180129183622,0.60375788372953,1.15520586987574
89,"Fine + extended boundary",9230,261,22.3600000000006,-2.13050342765382,0.2740399808026,-2.66761192035096,-1.59339493495667,1.64263052980593,0.989151666742956,2.39598554777675,0.941317123170554,0.666863914374866,1.18403308784967
90,"Coarse",621,237,1.84000000000015,-1.98091631095883,0.222080775334342,-2.41618663227287,-1.54564598964479,3.99150911964292,1.50471893857138,7.23549110251634,0.662528257142685,0.27736267546985,0.983439049331685
90,"Standard (main study)",2340,237,4.54000000000087,-1.94049955002223,0.234691595407247,-2.40048662449468,-1.48051247554978,3.02246650806514,1.30528970990245,5.18496269956423,0.718909405671432,0.364721444123152,1.0145584788458
90,"Fine + extended boundary",9230,237,21,-1.94662275391268,0.240914581967988,-2.41880665792046,-1.4744388499049,2.48991755545105,1.09526941535168,4.24115716327159,0.753382728324633,0.422109520990097,1.02978421738502
91,"Coarse",621,507,1.80999999999949,-2.40667458145696,0.307979137942328,-3.01030259981362,-1.8030465631003,3.32229121786935,1.82935716801421,5.11175802123876,1.13422403127322,0.684491013459946,1.53745914930932
91,"Standard (main study)",2340,507,4.32999999999993,-2.17777277193312,0.30966275361493,-2.78470061637189,-1.57084492749436,2.82539865199322,1.69449941316444,4.14532716515125,1.16101721123591,0.75733356388097,1.52383947461233
91,"Fine + extended boundary",9230,507,25.0499999999993,-2.14000767997746,0.303811384168433,-2.73546705104085,-1.54454830891407,2.27023150508139,1.41519183543936,3.25889647796959,1.15462579195534,0.807276230728876,1.46887810088953
92,"Coarse",621,296,1.52000000000044,-2.29546941568308,0.318368648547342,-2.91946050064256,-1.6714783307236,4.43004825626389,1.93152562449456,7.56097780691531,1.22074760226444,0.559796165242021,1.79614117294805
92,"Standard (main study)",2340,296,4.78000000000065,-2.06436512969174,0.328232731538581,-2.70768946205456,-1.42104079732892,3.60368565837557,1.71317314183241,5.93369865261009,1.24935573490343,0.655203612747376,1.77004596890302
92,"Fine + extended boundary",9230,296,21.5400000000009,-2.03313478956367,0.329917351094947,-2.67976091558462,-1.38650866354272,2.9674997331246,1.34852700527849,4.99243716022237,1.25120464262056,0.693611374494553,1.7408202987127
93,"Coarse",621,311,1.77000000000044,-1.71891866527543,0.220129299811795,-2.15036416484857,-1.2874731657023,3.47187886500789,1.40136537891714,6.15315731679554,0.716818038955848,0.383776339265325,1.00391659375125
93,"Standard (main study)",2340,311,4.75,-1.72074687331862,0.232359769495834,-2.17616365298649,-1.26533009365076,2.46892926071024,1.21970020384402,4.01515976691649,0.79258146423052,0.491088392215777,1.05422912898575
93,"Fine + extended boundary",9230,311,21.9499999999989,-1.79921791000779,0.232420317425831,-2.25475336143779,-1.3436824585778,1.70330108930657,0.953470008923561,2.59103483296329,0.843825878129568,0.580407866289046,1.07050839150952
94,"Coarse",621,245,1.78000000000065,-1.93733167087961,0.226112629296224,-2.38050428074986,-1.49415906100935,3.33411585014755,1.31016845520142,5.98151048329228,0.645806735856851,0.324882105603286,0.913699794945664
94,"Standard (main study)",2340,245,4.82999999999993,-1.96091005471807,0.243503612840496,-2.43816836599082,-1.48365174344531,2.42196043236337,1.1892157067555,3.93090686090805,0.738018600933693,0.424424356500617,1.00331233957709
94,"Fine + extended boundary",9230,245,23.3299999999999,-1.99960634232219,0.250633824461321,-2.49083961157391,-1.50837307307047,1.967320977811,1.0109923822037,3.11911271325674,0.790434436984479,0.49028423323367,1.04483095942849
95,"Coarse",621,240,1.70999999999913,-2.81641466085495,0.319998149121566,-3.4435995082527,-2.18922981345721,4.10566555577082,1.6086332702497,7.35007794515169,0.999439482803336,0.442404003409881,1.4837391462932
95,"Standard (main study)",2340,240,4.95999999999913,-2.63056384627052,0.334123364665763,-3.28543360740876,-1.97569408513228,3.27864097532246,1.42489369316802,5.6356909437856,1.03204884582089,0.5219034721864,1.47752617320114
95,"Fine + extended boundary",9230,240,21.9799999999996,-2.60928341992226,0.343502556066575,-3.2825360584102,-1.93603078143433,2.59303617275464,1.15407951353876,4.40993253756517,1.03447697369243,0.584133863725927,1.42690768819011
96,"Coarse",621,447,1.43000000000029,-2.62415102776037,0.249034539014799,-3.11224975513591,-2.13605230038483,3.9199583967708,1.74705268079116,6.70727561562468,0.795793921835128,0.408335037963372,1.14057422331863
96,"Standard (main study)",2340,447,4.10000000000036,-2.40725093846888,0.265569325678169,-2.92775725219668,-1.88674462474108,3.1926950415162,1.59252805145761,5.17619372335272,0.872611761730321,0.486916050633664,1.21521841528608
96,"Fine + extended boundary",9230,447,20.9499999999989,-2.35731328179037,0.274628198759178,-2.89557466049747,-1.81905190308327,2.74826196777409,1.40193561861356,4.40872798907976,0.909053027812258,0.533583156653731,1.24264533560875
97,"Coarse",621,219,1.73999999999978,-1.9599653030766,0.257732579610449,-2.46511187675568,-1.45481872939752,3.83396392996508,1.58222847866619,6.6922308468019,0.836283805245075,0.414193093681822,1.19713587037458
97,"Standard (main study)",2340,219,4.57000000000153,-1.87297154390013,0.267267394951916,-2.39680601224772,-1.34913707555253,2.65826190452947,1.27479752996171,4.3623941589753,0.894859905187753,0.52323549237952,1.21437005873331
97,"Fine + extended boundary",9230,219,22.2199999999993,-1.84331280658061,0.26507325440496,-2.36284683847915,-1.32377877468206,1.95531188370943,1.00869210111585,3.10214070784285,0.939967481305744,0.608324437162082,1.22437731606608
98,"Coarse",621,160,1.82999999999993,-2.07159815584979,0.265213581197892,-2.59140722320855,-1.55178908849104,3.86600974008931,1.38936501863905,7.15454108412022,0.743994337188705,0.339135067803023,1.08334963376218
98,"Standard (main study)",2340,160,4.55999999999949,-1.99234090272752,0.275863152528868,-2.53302274634579,-1.45165905910926,2.60830753490872,1.15535861572837,4.44324856067882,0.801752068162972,0.450370649571291,1.09700810904038
98,"Fine + extended boundary",9230,160,22.7700000000004,-1.94979166261391,0.276494526823793,-2.49171097711099,-1.40787234811683,2.0635541569021,0.972213647777486,3.41830431682572,0.839207953180493,0.516087971865054,1.11014672126019
99,"Coarse",621,315,1.79999999999927,-2.22020687648397,0.213155887849283,-2.63798473976122,-1.80242901320672,3.0347022174792,1.34861341592678,5.13400580483972,0.615993002033367,0.32022592065223,0.86952839230815
99,"Standard (main study)",2340,315,4.38999999999942,-2.12864887491654,0.219528740076146,-2.55891729903724,-1.69838045079584,2.33645098514129,1.18244250769133,3.72449192714884,0.659225717155664,0.396097408068157,0.88508107649673
99,"Fine + extended boundary",9230,315,20.5500000000011,-2.09246872460509,0.221230584417731,-2.52607270234259,-1.65886474686759,1.88613823053473,0.980414564146664,2.969973466136,0.693948962335187,0.448757639937053,0.903598768028413
100,"Coarse",621,247,1.79999999999927,-1.75089159842658,0.227879991844312,-2.19752817523871,-1.30425502161444,4.90239035645276,1.79406674166443,9.07905375990883,0.792677179962109,0.356289554003341,1.16852755204672
100,"Standard (main study)",2340,247,4.57999999999993,-1.72298335836119,0.238286799075093,-2.1900169025397,-1.25594981418267,3.28503886110445,1.39331365909451,5.71392038187725,0.806543008850212,0.446708456501923,1.11176838202788
100,"Fine + extended boundary",9230,247,21.4799999999996,-1.69828014428844,0.237856251106118,-2.16446982995415,-1.23209045862273,2.45220086291548,1.10202339457401,4.16398601929212,0.828887366721309,0.513429640439974,1.09528530923757
